species,class
Eirenis barani,Reptiles
Eirenis collaris,Reptiles
Eirenis coronella,Reptiles
Eirenis coronelloides,Reptiles
Eirenis decemlineatus,Reptiles
Eirenis eiselti,Reptiles
Eirenis levantinus,Reptiles
Eirenis lineomaculatus,Reptiles
Eirenis mcmahoni,Reptiles
Eirenis medus,Reptiles
Eirenis modestus,Reptiles
Eirenis punctatolineatus,Reptiles
Eirenis rechingeri,Reptiles
Eirenis rothii,Reptiles
Eirenis thospitis,Reptiles
Elachistodon westermanni,Reptiles
Elaphe bimaculata,Reptiles
Elaphe quatuorlineata,Reptiles
Elapoidis fusca,Reptiles
Elapsoidea chelazzii,Reptiles
Elapsoidea nigra,Reptiles
Elapsoidea trapei,Reptiles
Elasmodactylus tetensis,Reptiles
Elasmodactylus tuberculosus,Reptiles
Elgaria cedroensis,Reptiles
Elgaria coerulea,Reptiles
Elgaria kingii,Reptiles
Elgaria multicarinata,Reptiles
Elgaria nana,Reptiles
Elgaria panamintina,Reptiles
Elgaria paucicarinata,Reptiles
Elgaria velazquezi,Reptiles
Elseya branderhorsti,Reptiles
Elseya novaeguineae,Reptiles
Elusor macrurus,Reptiles
Emoia adspersa,Reptiles
Emoia aneityumensis,Reptiles
Emoia bismarckensis,Reptiles
Emoia boettgeri,Reptiles
Emoia campbelli,Reptiles
Emoia concolor,Reptiles
Emoia cyanogaster,Reptiles
Emoia erronan,Reptiles
Emoia flavigularis,Reptiles
Emoia isolata,Reptiles
Emoia lawesi,Reptiles
Emoia loveridgei,Reptiles
Emoia loyaltiensis,Reptiles
Emoia mivarti,Reptiles
Emoia mokosariniveikau,Reptiles
Emoia nativitatis,Reptiles
Emoia nigra,Reptiles
Emoia nigromarginata,Reptiles
Emoia oribata,Reptiles
Emoia parkeri,Reptiles
Emoia pseudocyanura,Reptiles
Emoia rennellensis,Reptiles
Emoia ruficauda,Reptiles
Emoia samoensis,Reptiles
Emoia sanfordi,Reptiles
Emoia schmidti,Reptiles
Emoia slevini,Reptiles
Emoia submetallica,Reptiles
Emoia taumakoensis,Reptiles
Emoia trossula,Reptiles
Emoia tuitarere,Reptiles
Emydocephalus annulatus,Reptiles
Emydocephalus ijimae,Reptiles
Emydoidea blandingii,Reptiles
Emydura subglobosa,Reptiles
Emys orbicularis,Reptiles
Emys trinacris,Reptiles
Enhydrina schistosa,Reptiles
Enhydrina zweifeli,Reptiles
Enhydris albomaculata,Reptiles
Enhydris alternans,Reptiles
Enhydris bennettii,Reptiles
Enhydris bocourti,Reptiles
Enhydris chanardi,Reptiles
Enhydris chinensis,Reptiles
Enhydris doriae,Reptiles
Enhydris dussumieri,Reptiles
Enhydris enhydris,Reptiles
Enhydris gyii,Reptiles
Enhydris indica,Reptiles
Enhydris innominata,Reptiles
Enhydris jagorii,Reptiles
Enhydris longicauda,Reptiles
Enhydris maculosa,Reptiles
Enhydris matannensis,Reptiles
Enhydris pahangensis,Reptiles
Enhydris pakistanica,Reptiles
Enhydris plumbea,Reptiles
Enhydris polylepis,Reptiles
Enhydris punctata,Reptiles
Enhydris sieboldii,Reptiles
Enhydris subtaeniata,Reptiles
Enhydris vorisi,Reptiles
Enulius bifoveatus,Reptiles
Enulius oligostichus,Reptiles
Enyalius bibronii,Reptiles
Enyalius pictus,Reptiles
Ephalophis greyae,Reptiles
Epicrates inornatus,Reptiles
Epicrates monensis,Reptiles
Epictia ater,Reptiles
Epictia collaris,Reptiles
Epictia melanurus,Reptiles
Epictia rufidorsa,Reptiles
Epictia subcrotilla,Reptiles
Epictia tricolor,Reptiles
Eremias acutirostris,Reptiles
Eremias andersoni,Reptiles
Eremias kavirensis,Reptiles
Eremias lalezharica,Reptiles
Eremias montanus,Reptiles
Eremias nigrolateralis,Reptiles
Eremias pleskei,Reptiles
Eremias strauchi,Reptiles
Eremias suphani,Reptiles
Eremiascincus brongersmai,Reptiles
Eremiascincus timorensis,Reptiles
Eridiphas marcosensis,Reptiles
Eridiphas slevini,Reptiles
Erpeton tentaculatum,Reptiles
Erymnochelys madagascariensis,Reptiles
Erythrolamprus bizona,Reptiles
Erythrolamprus ceii,Reptiles
Erythrolamprus jaegeri,Reptiles
Erythrolamprus janaleeae,Reptiles
Erythrolamprus longiventris,Reptiles
Erythrolamprus melanotus,Reptiles
Erythrolamprus mertensi,Reptiles
Erythrolamprus mimus,Reptiles
Erythrolamprus problematicus,Reptiles
Erythrolamprus viridis,Reptiles
Erythrolamprus williamsi,Reptiles
Eryx jayakari,Reptiles
Etheridgeum pulchrum,Reptiles
Eublepharis angramainyu,Reptiles
Eublepharis fuscus,Reptiles
Eublepharis hardwickii,Reptiles
Eublepharis turcmenicus,Reptiles
Eulamprus heatwolei,Reptiles
Eulamprus luteilateralis,Reptiles
Eulamprus sokosoma,Reptiles
Eulamprus tryoni,Reptiles
Euleptes europaea,Reptiles
Eumeces algeriensis,Reptiles
Eunectes beniensis,Reptiles
Eunectes deschauenseei,Reptiles
Euprepiophis mandarinus,Reptiles
Euprepiophis perlacea,Reptiles
Eurolophosaurus amathites,Reptiles
Eurolophosaurus nanuzae,Reptiles
Eurydactylodes agricolae,Reptiles
Eurydactylodes occidentalis,Reptiles
Eurydactylodes symmetricus,Reptiles
Eurydactylodes vieillardi,Reptiles
Eurylepis poonaensis,Reptiles
Euspondylus guentheri,Reptiles
Eutropis allapallensis,Reptiles
Eutropis bibronii,Reptiles
Eutropis bontocensis,Reptiles
Eutropis carinata,Reptiles
Eutropis clivicola,Reptiles
Eutropis englei,Reptiles
Eutropis gansi,Reptiles
Eutropis innotata,Reptiles
Eutropis nagarjuni,Reptiles
Eutropis novemcarinata,Reptiles
Eutropis trivittata,Reptiles
Exallodontophis albignaci,Reptiles
Exiliboa placata,Reptiles
Farancia abacura,Reptiles
Farancia erytrogramma,Reptiles
Ficimia hardyi,Reptiles
Ficimia publia,Reptiles
Ficimia ramirezi,Reptiles
Ficimia ruspator,Reptiles
Ficimia streckeri,Reptiles
Ficimia variegata,Reptiles
Fimbrios klossi,Reptiles
Fimbrios smithi,Reptiles
Fordonia leucobalia,Reptiles
Furcifer angeli,Reptiles
Furcifer antimena,Reptiles
Furcifer balteatus,Reptiles
Furcifer belalandaensis,Reptiles
Furcifer bifidus,Reptiles
Furcifer campani,Reptiles
Furcifer cephalolepis,Reptiles
Furcifer labordi,Reptiles
Furcifer lateralis,Reptiles
Furcifer minor,Reptiles
Furcifer nicosiai,Reptiles
Furcifer oustaleti,Reptiles
Furcifer pardalis,Reptiles
Furcifer petteri,Reptiles
Furcifer polleni,Reptiles
Furcifer rhinoceratus,Reptiles
Furcifer timoni,Reptiles
Furcifer tuzetae,Reptiles
Furcifer verrucosus,Reptiles
Furcifer willsii,Reptiles
Furina dunmalli,Reptiles
Gallotia atlantica,Reptiles
Gallotia auaritae,Reptiles
Gallotia bravoana,Reptiles
Gallotia caesaris,Reptiles
Gallotia galloti,Reptiles
Gallotia intermedia,Reptiles
Gallotia simonyi,Reptiles
Gallotia stehlini,Reptiles
Gambelia copeii,Reptiles
Gambelia sila,Reptiles
Gambelia wislizenii,Reptiles
Gavialis gangeticus,Reptiles
Geagras redimitus,Reptiles
Geckoella albofasciatus,Reptiles
Geckoella collegalensis,Reptiles
Geckoella deccanensis,Reptiles
Geckoella jeyporensis,Reptiles
Geckoella triedrus,Reptiles
Geckolepis maculata,Reptiles
Geckolepis polylepis,Reptiles
Geckolepis typica,Reptiles
Gehyra australis,Reptiles
Gehyra barea,Reptiles
Gehyra borroloola,Reptiles
Gehyra brevipalmata,Reptiles
Gehyra butleri,Reptiles
Gehyra dubia,Reptiles
Gehyra pilbara,Reptiles
Gekko athymus,Reptiles
Gekko auriverrucosus,Reptiles
Gekko badenii,Reptiles
Gekko chinensis,Reptiles
Gekko ernstkelleri,Reptiles
Gekko gigante,Reptiles
Gekko grossmanni,Reptiles
Gekko hokouensis,Reptiles
Gekko kikuchii,Reptiles
Gekko mindorensis,Reptiles
Gekko palawanensis,Reptiles
Gekko porosus,Reptiles
Gekko romblon,Reptiles
Gekko scabridus,Reptiles
Gekko smithii,Reptiles
Gekko swinhonis,Reptiles
Gekko tawaensis,Reptiles
Geoclemys hamiltonii,Reptiles
Geoemyda japonica,Reptiles
Geoemyda spengleri,Reptiles
Geomyersia coggeri,Reptiles
Geomyersia glabra,Reptiles
Geophis anocularis,Reptiles
Geophis bellus,Reptiles
Geophis bicolor,Reptiles
Geophis blanchardi,Reptiles
Geophis brachycephalus,Reptiles
Geophis cancellatus,Reptiles
Geophis carinosus,Reptiles
Geophis chalybeus,Reptiles
Geophis championi,Reptiles
Geophis damiani,Reptiles
Geophis downsi,Reptiles
Geophis dubius,Reptiles
Geophis duellmani,Reptiles
Geophis dugesii,Reptiles
Geophis dunni,Reptiles
Geophis fulvoguttatus,Reptiles
Geophis godmani,Reptiles
Geophis immaculatus,Reptiles
Geophis incomptus,Reptiles
Geophis juarezi,Reptiles
Geophis juliai,Reptiles
Geophis laticinctus,Reptiles
Geophis laticollaris,Reptiles
Geophis latifrontalis,Reptiles
Geophis maculiferus,Reptiles
Geophis mutitorques,Reptiles
Geophis nasalis,Reptiles
Geophis nephodrymus,Reptiles
Geophis nigrocinctus,Reptiles
Geophis omiltemanus,Reptiles
Geophis petersii,Reptiles
Geophis pyburni,Reptiles
Geophis rhodogaster,Reptiles
Geophis russatus,Reptiles
Geophis ruthveni,Reptiles
Geophis sallaei,Reptiles
Geophis semidoliatus,Reptiles
Geophis sieboldi,Reptiles
Geophis talamancae,Reptiles
Geophis tarascae,Reptiles
Geophis tectus,Reptiles
Geophis zeledoni,Reptiles
Geoscincus haraldmeieri,Reptiles
Gerarda prevostiana,Reptiles
Gerrhonotus infernalis,Reptiles
Gerrhonotus liocephalus,Reptiles
Gerrhonotus lugoi,Reptiles
Gerrhonotus ophiurus,Reptiles
Gerrhonotus parvus,Reptiles
Gerrhopilus beddomii,Reptiles
Gerrhopilus bisubocularis,Reptiles
Gerrhopilus floweri,Reptiles
Gerrhopilus hedraeus,Reptiles
Gerrhopilus mcdowelli,Reptiles
Gerrhopilus oligolepis,Reptiles
Gerrhopilus tindalli,Reptiles
Gerrhosaurus skoogi,Reptiles
Glaphyromorphus crassicaudus,Reptiles
Gloydius saxatilis,Reptiles
Glyptemys insculpta,Reptiles
Glyptemys muhlenbergii,Reptiles
Goggia essexi,Reptiles
Goggia gemmula,Reptiles
Goggia hexapora,Reptiles
Gonatodes caudiscutatus,Reptiles
Gonatodes hasemani,Reptiles
Gonatodes seigliei,Reptiles
Gongylosoma baliodeirus,Reptiles
Gongylosoma longicauda,Reptiles
Gongylosoma mukutense,Reptiles
Gongylosoma scripta,Reptiles
Gonionotophis capensis,Reptiles
Gonionotophis egbensis,Reptiles
Gonionotophis gabouensis,Reptiles
Gonionotophis grantii,Reptiles
Gonionotophis klingi,Reptiles
Gonionotophis nyassae,Reptiles
Goniurosaurus kuroiwae,Reptiles
Gonocephalus grandis,Reptiles
Gonocephalus interruptus,Reptiles
Gonocephalus lacunosus,Reptiles
Gonocephalus semperi,Reptiles
Gonocephalus sophiae,Reptiles
Gonyophis margaritatus,Reptiles
Gonyosoma oxycephalum,Reptiles
Graciliscincus shonae,Reptiles
Graptemys barbouri,Reptiles
Graptemys caglei,Reptiles
Graptemys ernsti,Reptiles
Graptemys flavimaculata,Reptiles
Graptemys geographica,Reptiles
Graptemys gibbonsi,Reptiles
Graptemys nigrinoda,Reptiles
Graptemys oculifera,Reptiles
Graptemys ouachitensis,Reptiles
Graptemys pearlensis,Reptiles
Graptemys pseudogeographica,Reptiles
Graptemys pulchra,Reptiles
Graptemys versa,Reptiles
Grypotyphlops acutus,Reptiles
Gyalopion canum,Reptiles
Gyalopion quadrangulare,Reptiles
Gymnophthalmus lineatus,Reptiles
Gymnophthalmus pleii,Reptiles
Gymnophthalmus underwoodi,Reptiles
Gymnophthalmus vanzoi,Reptiles
Haemodracon riebeckii,Reptiles
Haemodracon trachyrhinus,Reptiles
Hakaria simonyi,Reptiles
Hardella thurjii,Reptiles
Harpesaurus modigliani,Reptiles
Helicops scalaris,Reptiles
Helicops trivittatus,Reptiles
Hellenolacerta graeca,Reptiles
Helminthophis frontalis,Reptiles
Heloderma horridum,Reptiles
Heloderma suspectum,Reptiles
Hemachatus haemachatus,Reptiles
Hemerophis socotrae,Reptiles
Hemidactylus aaronbaueri,Reptiles
Hemidactylus albivertebralis,Reptiles
Hemidactylus albofasciatus,Reptiles
Hemidactylus anamallensis,Reptiles
Hemidactylus arnoldi,Reptiles
Hemidactylus beninensis,Reptiles
Hemidactylus boavistensis,Reptiles
Hemidactylus depressus,Reptiles
Hemidactylus dracaenacolus,Reptiles
Hemidactylus forbesii,Reptiles
Hemidactylus foudaii,Reptiles
Hemidactylus frenatus,Reptiles
Hemidactylus giganteus,Reptiles
Hemidactylus gracilis,Reptiles
Hemidactylus graniticolus,Reptiles
Hemidactylus granti,Reptiles
Hemidactylus gujaratensis,Reptiles
Hemidactylus homoeolepis,Reptiles
Hemidactylus imbricatus,Reptiles
Hemidactylus inintellectus,Reptiles
Hemidactylus kundaensis,Reptiles
Hemidactylus lamaensis,Reptiles
Hemidactylus lemurinus,Reptiles
Hemidactylus maculatus,Reptiles
Hemidactylus makolowodei,Reptiles
Hemidactylus matschiei,Reptiles
Hemidactylus mercatorius,Reptiles
Hemidactylus mindiae,Reptiles
Hemidactylus oxyrhinus,Reptiles
Hemidactylus palaichthus,Reptiles
Hemidactylus porbandarensis,Reptiles
Hemidactylus prashadi,Reptiles
Hemidactylus pseudomuriceus,Reptiles
Hemidactylus pumilio,Reptiles
Hemidactylus reticulatus,Reptiles
Hemidactylus sataraensis,Reptiles
Hemidactylus scabriceps,Reptiles
Hemidactylus smithi,Reptiles
Hemidactylus subtriedrus,Reptiles
Hemidactylus treutleri,Reptiles
Hemidactylus turcicus,Reptiles
Hemidactylus yerburyii,Reptiles
Hemiergis decresiensis,Reptiles
Hemiergis quadrilineatum,Reptiles
Hemiphyllodactylus aurantiacus,Reptiles
Hemiphyllodactylus ganoklonis,Reptiles
Hemiphyllodactylus insularis,Reptiles
Hemirhagerrhis hildebrandtii,Reptiles
Hemitheconyx caudicinctus,Reptiles
Hemorrhois algirus,Reptiles
Hemorrhois hippocrepis,Reptiles
Heosemys annandalii,Reptiles
Heosemys depressa,Reptiles
Heosemys grandis,Reptiles
Heosemys spinosa,Reptiles
Heterodon nasicus,Reptiles
Heterodon platirhinos,Reptiles
Heterodon simus,Reptiles
Heteroliodon fohy,Reptiles
Heteroliodon lava,Reptiles
Heteroliodon occipitalis,Reptiles
Heurnia ventromaculata,Reptiles
Hierophis cypriensis,Reptiles
Hierophis gemonensis,Reptiles
Hierophis viridiflavus,Reptiles
Himalayophis tibetanus,Reptiles
Holbrookia elegans,Reptiles
Holbrookia lacerata,Reptiles
Holbrookia maculata,Reptiles
Holbrookia propinqua,Reptiles
Holcosus chaitzami,Reptiles
Holcosus quadrilineatus,Reptiles
Holcosus undulatus,Reptiles
Hologerrhum dermali,Reptiles
Hologerrhum philippinum,Reptiles
Homalopsis buccata,Reptiles
Homalopsis nigroventralis,Reptiles
Homonota fasciata,Reptiles
Homopholis walbergii,Reptiles
Hoplocephalus stephensii,Reptiles
Hyalosaurus koellikeri,Reptiles
Hydrablabes periops,Reptiles
Hydrablabes praefrontalis,Reptiles
Hydrelaps darwiniensis,Reptiles
Hydromedusa maximiliani,Reptiles
Hydromorphus concolor,Reptiles
Hydromorphus dunni,Reptiles
Hydrophis atriceps,Reptiles
Hydrophis belcheri,Reptiles
Hydrophis bituberculatus,Reptiles
Hydrophis brookii,Reptiles
Hydrophis caerulescens,Reptiles
Hydrophis cantoris,Reptiles
Hydrophis coggeri,Reptiles
Hydrophis cyanocinctus,Reptiles
Hydrophis czeblukovi,Reptiles
Hydrophis elegans,Reptiles
Hydrophis fasciatus,Reptiles
Hydrophis gracilis,Reptiles
Hydrophis kingii,Reptiles
Hydrophis klossi,Reptiles
Hydrophis laboutei,Reptiles
Hydrophis lamberti,Reptiles
Hydrophis lapemoides,Reptiles
Hydrophis macdowelli,Reptiles
Hydrophis major,Reptiles
Hydrophis mamillaris,Reptiles
Hydrophis melanocephalus,Reptiles
Hydrophis melanosoma,Reptiles
Hydrophis nigrocinctus,Reptiles
Hydrophis obscurus,Reptiles
Hydrophis ocellatus,Reptiles
Hydrophis ornatus,Reptiles
Hydrophis pachycercos,Reptiles
Hydrophis pacificus,Reptiles
Hydrophis parviceps,Reptiles
Hydrophis semperi,Reptiles
Hydrophis sibauensis,Reptiles
Hydrophis spiralis,Reptiles
Hydrophis stricticollis,Reptiles
Hydrophis torquatus,Reptiles
Hydrophis vorisi,Reptiles
Hydrops caesurus,Reptiles
Hydrops martii,Reptiles
Hydrosaurus pustulatus,Reptiles
Hypnale nepa,Reptiles
Hypsiglena tanzeri,Reptiles
Hypsiglena torquata,Reptiles
Hypsilurus binotatus,Reptiles
Hypsilurus bruijnii,Reptiles
Hypsilurus longi,Reptiles
Hypsilurus macrolepis,Reptiles
Hypsilurus schoedei,Reptiles
Iberolacerta aranica,Reptiles
Iberolacerta aurelioi,Reptiles
Iberolacerta bonnali,Reptiles
Iberolacerta cyreni,Reptiles
Iberolacerta galani,Reptiles
Iberolacerta horvathi,Reptiles
Iberolacerta martinezricai,Reptiles
Iberolacerta monticola,Reptiles
Ichnotropis grandiceps,Reptiles
Iguana delicatissima,Reptiles
Iguanognathus werneri,Reptiles
Imantodes inornatus,Reptiles
Imantodes phantasma,Reptiles
Imantodes tennuissimus,Reptiles
Iranolacerta brandtii,Reptiles
Iranolacerta zagrosica,Reptiles
Isopachys anguinoides,Reptiles
Isopachys roulei,Reptiles
Ithycyphus blanci,Reptiles
Ithycyphus goudoti,Reptiles
Ithycyphus miniatus,Reptiles
Ithycyphus oursi,Reptiles
Ithycyphus perineti,Reptiles
Janetaescincus braueri,Reptiles
Janetaescincus veseyfitzgeraldi,Reptiles
Japalura dasi,Reptiles
Japalura fasciata,Reptiles
Japalura flaviceps,Reptiles
Japalura grahami,Reptiles
Japalura tricarinata,Reptiles
Japalura variegata,Reptiles
Kaestlea beddomei,Reptiles
Kaestlea bilineata,Reptiles
Kaestlea laterimaculata,Reptiles
Kaestlea palnica,Reptiles
Kaestlea travancorica,Reptiles
Kanakysaurus viviparus,Reptiles
Kanakysaurus zebratus,Reptiles
Kentropyx viridistriga,Reptiles
Kerilia jerdoni,Reptiles
Kinosternon acutum,Reptiles
Kinosternon alamosae,Reptiles
Kinosternon angustipons,Reptiles
Kinosternon arizonense,Reptiles
Kinosternon baurii,Reptiles
Kinosternon chimalhuaca,Reptiles
Kinosternon creaseri,Reptiles
Kinosternon dunni,Reptiles
Kinosternon durangoense,Reptiles
Kinosternon flavescens,Reptiles
Kinosternon herrerai,Reptiles
Kinosternon hirtipes,Reptiles
Kinosternon integrum,Reptiles
Kinosternon oaxacae,Reptiles
Kinosternon sonoriense,Reptiles
Kinosternon subrubrum,Reptiles
Kolpophis annandalei,Reptiles
Lacerta agilis,Reptiles
Lacerta bilineata,Reptiles
Lacerta media,Reptiles
Lacerta mostoufii,Reptiles
Lacerta pamphylica,Reptiles
Lacerta schreiberi,Reptiles
Lacerta strigata,Reptiles
Lacerta trilineata,Reptiles
Lacerta viridis,Reptiles
Lacertoides pardalis,Reptiles
Laemanctus longipes,Reptiles
Laemanctus serratus,Reptiles
Lamprolepis nieuwenhuisi,Reptiles
Lampropeltis alterna,Reptiles
Lampropeltis calligaster,Reptiles
Lampropeltis catalinensis,Reptiles
Lampropeltis getula,Reptiles
Lampropeltis herrerae,Reptiles
Lampropeltis mexicana,Reptiles
Lampropeltis pyromelana,Reptiles
Lampropeltis ruthveni,Reptiles
Lampropeltis webbi,Reptiles
Lampropeltis zonata,Reptiles
Lamprophis aurora,Reptiles
Lamprophis fiskii,Reptiles
Lamprophis geometricus,Reptiles
Langaha alluaudi,Reptiles
Langaha madagascariensis,Reptiles
Langaha pseudoalluaudi,Reptiles
Lankascincus deignani,Reptiles
Lankascincus taprobanensis,Reptiles
Lapemis curtus,Reptiles
Larutia miodactyla,Reptiles
Larutia sumatrensis,Reptiles
Latastia cherchii,Reptiles
Latastia ornata,Reptiles
Latastia siebenrocki,Reptiles
Laticauda colubrina,Reptiles
Laticauda crockeri,Reptiles
Laticauda frontalis,Reptiles
Laticauda guineai,Reptiles
Laticauda laticaudata,Reptiles
Laticauda saintgironsi,Reptiles
Laticauda schistorhynchus,Reptiles
Laticauda semifasciata,Reptiles
Leiocephalus carinatus,Reptiles
Leiocephalus greenwayi,Reptiles
Leiocephalus melanochlorus,Reptiles
Leiocephalus schreibersii,Reptiles
Leioheterodon geayi,Reptiles
Leioheterodon madagascariensis,Reptiles
Leioheterodon modestus,Reptiles
Leiolopisma alazon,Reptiles
Leiosaurus catamarcensis,Reptiles
Lepidoblepharis colombianus,Reptiles
Lepidoblepharis montecanoensis,Reptiles
Lepidoblepharis sanctaemartae,Reptiles
Lepidoblepharis xanthostigma,Reptiles
Lepidodactylus aureolineatus,Reptiles
Lepidodactylus balioburius,Reptiles
Lepidodactylus buleli,Reptiles
Lepidodactylus christiani,Reptiles
Lepidodactylus euaensis,Reptiles
Lepidodactylus flaviocularis,Reptiles
Lepidodactylus guppyi,Reptiles
Lepidodactylus herrei,Reptiles
Lepidodactylus manni,Reptiles
Lepidodactylus mutahi,Reptiles
Lepidodactylus oligoporus,Reptiles
Lepidodactylus oortii,Reptiles
Lepidodactylus paurolepis,Reptiles
Lepidodactylus planicaudus,Reptiles
Lepidodactylus pulcher,Reptiles
Lepidodactylus shebae,Reptiles
Lepidodactylus vanuatuensis,Reptiles
Lepidophyma chicoasensis,Reptiles
Lepidophyma dontomasi,Reptiles
Lepidophyma flavimaculatum,Reptiles
Lepidophyma gaigeae,Reptiles
Lepidophyma lineri,Reptiles
Lepidophyma lipetzi,Reptiles
Lepidophyma lowei,Reptiles
Lepidophyma mayae,Reptiles
Lepidophyma micropholis,Reptiles
Lepidophyma occulor,Reptiles
Lepidophyma pajapanensis,Reptiles
Lepidophyma radula,Reptiles
Lepidophyma reticulatum,Reptiles
Lepidophyma smithii,Reptiles
Lepidophyma sylvaticum,Reptiles
Lepidophyma tarascae,Reptiles
Lepidophyma tuxtlae,Reptiles
Leposoma parietale,Reptiles
Leposoma percarinatum,Reptiles
Leposoma rugiceps,Reptiles
Leptodeira frenata,Reptiles
Leptodeira maculata,Reptiles
